name,WKT,group
Finsbury Park Playground,"POLYGON((-0.10446870927978205 51.55959747463585, -0.10632056691911133 51.55962565431061, -0.11230045629683683 51.57230782899464, -0.0975532150329477 51.57439231074942, -0.0970566688757982 51.574460852143424, -0.09655241798021885 51.57450218675406, -0.0960443 51.57451599999999, -0.09553618201978115 51.57450218675406, -0.0950319311242018 51.574460852143424, -0.0945353849670523 51.57439231074942, -0.09405032256441134 51.57429708421344, -0.08529532282002343 51.572175763608804, -0.10446870927978205 51.55959747463585))",Park
Clissold Park,"POLYGON((-0.10446870927978205 51.55959747463585, -0.08529532282002343 51.572175763608804, -0.07961394978778522 51.57079917719786, -0.07900607642035758 51.55377009227016, -0.09251509442157205 51.55407872115562, -0.10446870927978205 51.55959747463585))",Park
St Paul's Park,"POLYGON((-0.09761529819624636 51.54481613826483, -0.09251509442157205 51.55407872115562, -0.07900607642035758 51.55377009227016, -0.07803031215926923 51.553316658228226, -0.0710994407462347 51.54390763972077, -0.07167288674305061 51.5435465502255, -0.08619481932986214 51.54253179131878, -0.08981681119162002 51.5429021702936, -0.09761529819624636 51.54481613826483))",Park
Morton Road Park,"POLYGON((-0.10264715783697129 51.542739814513155, -0.09761529819624636 51.54481613826483, -0.08981681119162002 51.5429021702936, -0.0944180450520322 51.53616958169696, -0.09618845474767142 51.536241433182326, -0.10264715783697129 51.542739814513155))",Park
Rotherfield Court Park,"POLYGON((-0.08981681119162002 51.5429021702936, -0.08619481932986214 51.54253179131878, -0.09195793011071658 51.53577826842872, -0.0944180450520322 51.53616958169696, -0.08981681119162002 51.5429021702936))",Park
Rosemary Gardens,"POLYGON((-0.08619481932986214 51.54253179131878, -0.07167288674305061 51.5435465502255, -0.07537087007268299 51.53831816044525, -0.09178505030080934 51.535711157223645, -0.09195793011071658 51.53577826842872, -0.08619481932986214 51.54253179131878))",Park
Haggerston Park,"POLYGON((-0.07826405252026318 51.52654395678079, -0.07537087007268299 51.53831816044525, -0.07167288674305061 51.5435465502255, -0.0710994407462347 51.54390763972077, -0.055684194912021034 51.542604534007815, -0.05210251261808206 51.53286850376314, -0.07732206478509332 51.525072436256565, -0.07826405252026318 51.52654395678079))",Park
Victoria Park,"POLYGON((-0.05088651059443461 51.53192141088072, -0.05210251261808206 51.53286850376314, -0.055684194912021034 51.542604534007815, -0.03669850734717296 51.55276145081042, -0.024535419436905015 51.53735453080935, -0.02927170936719646 51.53202043823307, -0.05088651059443461 51.53192141088072))",Park
Queen Elizabeth Olympic Park,"POLYGON((-0.010511442037291568 51.536376880343234, -0.024535419436905015 51.53735453080935, -0.03669850734717296 51.55276145081042, -0.03387727535636606 51.55790969474098, -0.006350999999999999 51.54883567221574, -0.005922049376073402 51.548665521920775, -0.005518548235527476 51.548472741328524, -0.0051435674656824274 51.54825879761571, -0.004799960896616358 51.54802531902317, 0.0011220391033836415 51.543522619023165, 0.0014316564182048218 51.543271382463956, 0.0017049281040632772 51.5430043, 0.004350254822396073 51.53998196416835, -0.010511442037291568 51.536376880343234))",Park
Tower Hamlets Cemetery Park,"POLYGON((-0.024040077527439817 51.527251496889455, -0.022739988349468186 51.51958335844004, -0.030851777529747482 51.51767171421828, -0.036284762960566326 51.521423063716, -0.028593865601338905 51.52981605884767, -0.024040077527439817 51.527251496889455))",Park
Mile End Park,"POLYGON((-0.036284762960566326 51.521423063716, -0.04909589859496119 51.522068169221114, -0.05088651059443461 51.53192141088072, -0.02927170936719646 51.53202043823307, -0.028593865601338905 51.52981605884767, -0.036284762960566326 51.521423063716))",Park
Whitehorse Road Park,"POLYGON((-0.030851777529747482 51.51767171421828, -0.03150645703800292 51.51278039823656, -0.03889447961004935 51.50497418700684, -0.04320099946228159 51.50381595531688, -0.0544493887603294 51.50647366162258, -0.05420415104724185 51.51767397629326, -0.04909589859496119 51.522068169221114, -0.036284762960566326 51.521423063716, -0.030851777529747482 51.51767171421828))",Park
Millwall Park,"POLYGON((-0.015807549023303242 51.48457342011795, -0.022261171538747487 51.48912839328398, -0.022844767959193504 51.49005623977271, -0.020573866123925772 51.49193651246959, 0.004503833040984696 51.48918645850921, -0.00031764266953424205 51.478831498873895, -0.015807549023303242 51.48457342011795))",Park
Mudchute Park and Farm,"POLYGON((-0.020573866123925772 51.49193651246959, -0.01840519484345338 51.49476424548092, 0.006881340246772998 51.49429256971389, 0.004503833040984696 51.48918645850921, -0.020573866123925772 51.49193651246959))",Park
St John's Park,"POLYGON((0.009488102078068033 51.500093876742234, 0.009325629200061173 51.499614857115056, 0.009215547567265269 51.499305686866265, 0.006881340246772998 51.49429256971389, -0.01840519484345338 51.49476424548092, -0.01850669669561082 51.498091229397225, -0.004518088135792456 51.5050200406196, 0.009488102078068033 51.500093876742234))",Park
Sir John McDougall Gardens,"POLYGON((-0.01850669669561082 51.498091229397225, -0.01840519484345338 51.49476424548092, -0.020573866123925772 51.49193651246959, -0.022844767959193504 51.49005623977271, -0.0320280390139763 51.49129595108482, -0.04024110507466923 51.49511495231363, -0.04320099946228159 51.50381595531688, -0.03889447961004935 51.50497418700684, -0.029657999841411136 51.50389607080174, -0.01850669669561082 51.498091229397225))",Park
Jubilee Park,"POLYGON((-0.004518088135792456 51.5050200406196, -0.01850669669561082 51.498091229397225, -0.029657999841411136 51.50389607080174, -0.018991325504544625 51.50697594688818, -0.0054588903633525955 51.505915057312684, -0.004518088135792456 51.5050200406196))",Park
Bow Creek Ecology Park,"POLYGON((-0.004518088135792456 51.5050200406196, -0.0054588903633525955 51.505915057312684, -0.005947616347514232 51.508085438358144, 0.001150902277426386 51.520955403890625, 0.012054152111502939 51.523265536443034, 0.013972129200061172 51.51457484288493, 0.014038515089874876 51.514260875346174, 0.014060699999999999 51.5139445, 0.014038515089874876 51.51362812465383, 0.013972129200061172 51.51331415711507, 0.009488102078068033 51.500093876742234, -0.004518088135792456 51.5050200406196))",Park
Poplar Recreation Ground,"POLYGON((-0.005947616347514232 51.508085438358144, -0.0054588903633525955 51.505915057312684, -0.018991325504544625 51.50697594688818, -0.02041048964998713 51.51230373630053, -0.01715560209102377 51.51379917453232, -0.01376185285114667 51.51306655880499, -0.005947616347514232 51.508085438358144))",Park
Pennyfields Park,"POLYGON((-0.018991325504544625 51.50697594688818, -0.029657999841411136 51.50389607080174, -0.03889447961004935 51.50497418700684, -0.03150645703800292 51.51278039823656, -0.02041048964998713 51.51230373630053, -0.018991325504544625 51.50697594688818))",Park
Bartlett Park,"POLYGON((-0.02041048964998713 51.51230373630053, -0.03150645703800292 51.51278039823656, -0.030851777529747482 51.51767171421828, -0.022739988349468186 51.51958335844004, -0.0192194923771061 51.5191466455593, -0.019093396205849326 51.519107636328584, -0.01715560209102377 51.51379917453232, -0.02041048964998713 51.51230373630053))",Park
Langdon Park,"POLYGON((-0.01715560209102377 51.51379917453232, -0.019093396205849326 51.519107636328584, -0.006334344864562685 51.52089786451366, -0.01376185285114667 51.51306655880499, -0.01715560209102377 51.51379917453232))",Park
Jolly's Green,"POLYGON((-0.006334344864562685 51.52089786451366, -0.004333965237912655 51.5215063122645, 0.001150902277426386 51.520955403890625, -0.005947616347514232 51.508085438358144, -0.01376185285114667 51.51306655880499, -0.006334344864562685 51.52089786451366))",Park
Three Mills Green,"POLYGON((0.001150902277426386 51.520955403890625, -0.004333965237912655 51.5215063122645, -0.012159367649868955 51.52692050449109, -0.010511442037291568 51.536376880343234, 0.004350254822396073 51.53998196416835, 0.004492628104063277 51.5398193, 0.004727474398423669 51.53953840429011, 0.009083874398423668 51.534022604290115, 0.009278507979181845 51.53373003312027, 0.009431447567265269 51.53342801313372, 0.009541529200061172 51.53311884288493, 0.010849629200061172 51.52872344288493, 0.012054152111502939 51.523265536443034, 0.001150902277426386 51.520955403890625))",Park
Prospect Park,"POLYGON((-0.019093396205849326 51.519107636328584, -0.0192194923771061 51.5191466455593, -0.016638009522007727 51.52640451438594, -0.012159367649868955 51.52692050449109, -0.004333965237912655 51.5215063122645, -0.006334344864562685 51.52089786451366, -0.019093396205849326 51.519107636328584))",Park
Rounton Park,"POLYGON((-0.016638009522007727 51.52640451438594, -0.0192194923771061 51.5191466455593, -0.022739988349468186 51.51958335844004, -0.024040077527439817 51.527251496889455, -0.016638009522007727 51.52640451438594))",Park
Grove Hall Park,"POLYGON((-0.02927170936719646 51.53202043823307, -0.024535419436905015 51.53735453080935, -0.010511442037291568 51.536376880343234, -0.012159367649868955 51.52692050449109, -0.016638009522007727 51.52640451438594, -0.024040077527439817 51.527251496889455, -0.028593865601338905 51.52981605884767, -0.02927170936719646 51.53202043823307))",Park
Weavers Fields,"POLYGON((-0.07732206478509332 51.525072436256565, -0.05210251261808206 51.53286850376314, -0.05088651059443461 51.53192141088072, -0.04909589859496119 51.522068169221114, -0.05420415104724185 51.51767397629326, -0.07734400000069586 51.52466191579437, -0.07732206478509332 51.525072436256565))",Park
Altab Ali Park,"POLYGON((-0.05420415104724185 51.51767397629326, -0.0544493887603294 51.50647366162258, -0.06207419484299603 51.5045680917744, -0.07751257606066823 51.50902378337294, -0.07828527650932464 51.50932665832372, -0.08333432052439887 51.511766860410354, -0.08314196862995402 51.51580911989516, -0.07848134293484998 51.52356765889382, -0.07734400000069586 51.52466191579437, -0.05420415104724185 51.51767397629326))",Park
Fortune Street Park,"POLYGON((-0.08314196862995402 51.51580911989516, -0.11168829047548197 51.52403100086258, -0.10776188149343496 51.52472634593817, -0.07848134293484998 51.52356765889382, -0.08314196862995402 51.51580911989516))",Park
Radnor Street Open Space,"POLYGON((-0.0868594660321118 51.52944425929867, -0.07826405252026318 51.52654395678079, -0.07732206478509332 51.525072436256565, -0.07734400000069586 51.52466191579437, -0.07848134293484998 51.52356765889382, -0.10776188149343496 51.52472634593817, -0.09488551609832772 51.52916557229449, -0.0868594660321118 51.52944425929867))",Park
Shoreditch Park,"POLYGON((-0.07537087007268299 51.53831816044525, -0.07826405252026318 51.52654395678079, -0.0868594660321118 51.52944425929867, -0.09178505030080934 51.535711157223645, -0.07537087007268299 51.53831816044525))",Park
Shepherdess Walk Park,"POLYGON((-0.09618845474767142 51.536241433182326, -0.0944180450520322 51.53616958169696, -0.09195793011071658 51.53577826842872, -0.09178505030080934 51.535711157223645, -0.0868594660321118 51.52944425929867, -0.09488551609832772 51.52916557229449, -0.09730582383645195 51.53524191298484, -0.09618845474767142 51.536241433182326))",Park
Graham Street Park,"POLYGON((-0.09488551609832772 51.52916557229449, -0.10776188149343496 51.52472634593817, -0.11168829047548197 51.52403100086258, -0.11576946314395437 51.52399351111059, -0.11862574026685903 51.526307963716754, -0.09730582383645195 51.53524191298484, -0.09488551609832772 51.52916557229449))",Park
Islington Green,"POLYGON((-0.11862574026685903 51.526307963716754, -0.124297189236099 51.52935394425561, -0.1259902908581491 51.531791623088864, -0.11487175262129 51.54014113166377, -0.10592593359908464 51.54276147027323, -0.10264715783697129 51.542739814513155, -0.09618845474767142 51.536241433182326, -0.09730582383645195 51.53524191298484, -0.11862574026685903 51.526307963716754))",Park
Highbury Fields,"POLYGON((-0.11012248847505895 51.55828640674312, -0.10632056691911133 51.55962565431061, -0.10446870927978205 51.55959747463585, -0.09251509442157205 51.55407872115562, -0.09761529819624636 51.54481613826483, -0.10264715783697129 51.542739814513155, -0.10592593359908464 51.54276147027323, -0.11012248847505895 51.55828640674312))",Park
Paradise Park,"POLYGON((-0.12071993862507985 51.554911006847206, -0.11473010025709984 51.5576559180691, -0.11012248847505895 51.55828640674312, -0.10592593359908464 51.54276147027323, -0.11487175262129 51.54014113166377, -0.12071993862507985 51.554911006847206))",Park
Caledonian Park,"POLYGON((-0.12896197157709682 51.533012858779585, -0.12942989370268632 51.534120283098744, -0.12769620523189223 51.5527924972407, -0.12192764798630876 51.554756674502286, -0.12071993862507985 51.554911006847206, -0.11487175262129 51.54014113166377, -0.1259902908581491 51.531791623088864, -0.12896197157709682 51.533012858779585))",Park
Cantelowes Gardens,"POLYGON((-0.14081014835862965 51.54720277943757, -0.14095006560942036 51.55258509136222, -0.12769620523189223 51.5527924972407, -0.12942989370268632 51.534120283098744, -0.14081014835862965 51.54720277943757))",Park
Talacre Gardens,"POLYGON((-0.15660070024010073 51.54102305464931, -0.17323282883004773 51.544542025056856, -0.17353438795623993 51.54654293211654, -0.17345772740311127 51.547273600285834, -0.14669646677474432 51.5548506294528, -0.14464528925065273 51.55439806250165, -0.14095006560942036 51.55258509136222, -0.14081014835862965 51.54720277943757, -0.15660070024010073 51.54102305464931))",Park
Hackney Downs Park,"POLYGON((-0.05162903185019139 51.563761552146396, -0.03387727535636606 51.55790969474098, -0.03669850734717296 51.55276145081042, -0.055684194912021034 51.542604534007815, -0.0710994407462347 51.54390763972077, -0.07803031215926923 51.553316658228226, -0.05162903185019139 51.563761552146396))",Park
Stoke Newington Common,"POLYGON((-0.07961394978778522 51.57079917719786, -0.054984822564411354 51.56483158421345, -0.05451493553405173 51.56471039726694, -0.0540638 51.56456417221573, -0.05162903185019139 51.563761552146396, -0.07803031215926923 51.553316658228226, -0.07900607642035758 51.55377009227016, -0.07961394978778522 51.57079917719786))",Park
Kensington Memorial Park,"POLYGON((-0.2120407053229142 51.51182749516833, -0.22836084095951734 51.51661710528111, -0.21988471275999377 51.52753557051, -0.19920036624754178 51.51641707348449, -0.2120407053229142 51.51182749516833))",Park
Queen's Park Gardens,"POLYGON((-0.19672629797974328 51.51661755567617, -0.19920036624754178 51.51641707348449, -0.21988471275999377 51.52753557051, -0.2221548086281788 51.53090746956151, -0.20079196199436394 51.53308164706173, -0.19672629797974328 51.51661755567617))",Park
Max Roach Park,"POLYGON((-0.10969766855802346 51.4678420335036, -0.1062621246386009 51.46690410385644, -0.10580742574293281 51.466293958398445, -0.12572466438767751 51.45391357027841, -0.12948293063356645 51.46088708832436, -0.12447555155678583 51.466542421302506, -0.10969766855802346 51.4678420335036))",Park
Angell Town Park,"POLYGON((-0.1062621246386009 51.46690410385644, -0.10969766855802346 51.4678420335036, -0.11128311463296142 51.46928272821763, -0.10933720992462408 51.47234658657, -0.10843159540801413 51.47232385685745, -0.10612460516718669 51.47112189901305, -0.1062621246386009 51.46690410385644))",Park
Max Roach Park (northern part),"POLYGON((-0.12026708219397371 51.47452505782455, -0.10933720992462408 51.47234658657, -0.11128311463296142 51.46928272821763, -0.12250880669790498 51.46951058334265, -0.12026708219397371 51.47452505782455))",Park
Max Roach Park (central part),"POLYGON((-0.11128311463296142 51.46928272821763, -0.10969766855802346 51.4678420335036, -0.12447555155678583 51.466542421302506, -0.12250880669790498 51.46951058334265, -0.11128311463296142 51.46928272821763))",Park
Elam Street Open Space,"POLYGON((-0.09243486091222053 51.47080841845359, -0.10036919577773881 51.46551543234008, -0.10580742574293281 51.466293958398445, -0.1062621246386009 51.46690410385644, -0.10612460516718669 51.47112189901305, -0.09458471036599267 51.472925799053, -0.09243486091222053 51.47080841845359))",Park
Myatt's Fields Park,"POLYGON((-0.09661430970373476 51.47934467926953, -0.09458471036599267 51.472925799053, -0.10612460516718669 51.47112189901305, -0.10843159540801413 51.47232385685745, -0.10324428313341237 51.4792296084381, -0.10064586108076938 51.47974943733294, -0.09661430970373476 51.47934467926953))",Park
Eythorne Park,"POLYGON((-0.10843159540801413 51.47232385685745, -0.10933720992462408 51.47234658657, -0.12026708219397371 51.47452505782455, -0.12134337261170412 51.479397413825374, -0.10324428313341237 51.4792296084381, -0.10843159540801413 51.47232385685745))",Park
Kennington Park,"POLYGON((-0.109603653319064 51.489858360456985, -0.10064586108076938 51.47974943733294, -0.10324428313341237 51.4792296084381, -0.12134337261170412 51.479397413825374, -0.12683164469393163 51.48399401669118, -0.12646599245960347 51.48435653804042, -0.1152721910988395 51.490150731292744, -0.109603653319064 51.489858360456985))",Park
Pasley Park,"POLYGON((-0.10485222008527366 51.49106843236991, -0.0970314752166745 51.489381202290446, -0.09183994648387221 51.48403416923404, -0.09290520579209839 51.48141575660778, -0.09661430970373476 51.47934467926953, -0.10064586108076938 51.47974943733294, -0.109603653319064 51.489858360456985, -0.10485222008527366 51.49106843236991))",Park
Elephant Park,"POLYGON((-0.10042709035440099 51.49747760950128, -0.09483472433741223 51.49530256601919, -0.09503657951876131 51.49086106662002, -0.0970314752166745 51.489381202290446, -0.10485222008527366 51.49106843236991, -0.10042709035440099 51.49747760950128))",Park
Victory Community Park,"POLYGON((-0.08925366633726843 51.495394712263625, -0.09048114889613879 51.492037084753655, -0.09503657951876131 51.49086106662002, -0.09483472433741223 51.49530256601919, -0.08925366633726843 51.495394712263625))",Park
Soho Square Gardens,"POLYGON((-0.11576946314395437 51.52399351111059, -0.11449419434772722 51.51246579306647, -0.1202760642685172 51.50837435784725, -0.13710120065553835 51.50937426922497, -0.14889527164329763 51.5139376421047, -0.124297189236099 51.52935394425561, -0.11862574026685903 51.526307963716754, -0.11576946314395437 51.52399351111059))",Park
Park Square,"POLYGON((-0.14889527164329763 51.5139376421047, -0.15026175550216572 51.513849012934834, -0.16998902108820388 51.521591045497146, -0.13943738735944874 51.53348622378968, -0.12896197157709682 51.533012858779585, -0.1259902908581491 51.531791623088864, -0.124297189236099 51.52935394425561, -0.14889527164329763 51.5139376421047))",Park
Loughborough Park,"POLYGON((-0.12572466438767751 51.45391357027841, -0.10580742574293281 51.466293958398445, -0.10036919577773881 51.46551543234008, -0.09993733590930237 51.46451547116965, -0.11590396760009825 51.44945641820852, -0.12475504720795433 51.44937045080934, -0.12572466438767751 51.45391357027841))",Park
Milkwood Community Park,"POLYGON((-0.10521080235445995 51.44956027713262, -0.11590396760009825 51.44945641820852, -0.09993733590930237 51.46451547116965, -0.09425458473650473 51.46036248628454, -0.10521080235445995 51.44956027713262))",Park
Sunray Gardens,"POLYGON((-0.09425458473650473 51.46036248628454, -0.09166113209334274 51.460783797063904, -0.07786886319990116 51.45269200841319, -0.1013338311242018 51.449643247856564, -0.10183808201978116 51.44960191324593, -0.1023462 51.4495881, -0.10521080235445995 51.44956027713262, -0.09425458473650473 51.46036248628454))",Park
Postman's Park,"POLYGON((-0.11081457107444599 51.5114988959394, -0.11449419434772722 51.51246579306647, -0.11576946314395437 51.52399351111059, -0.11168829047548197 51.52403100086258, -0.08314196862995402 51.51580911989516, -0.08333432052439887 51.511766860410354, -0.08898073424370632 51.510152021541515, -0.09265163314033846 51.509765984086506, -0.09869373448783675 51.50956448535973, -0.11081457107444599 51.5114988959394))",Park
South Park,POINT (-0.1944951 51.4690816),Park
Hurlingham Park,POINT (-0.2014554 51.4689986),Park
Wandsworth Park,POINT (-0.2042393 51.4625699),Park
Bishops Park,POINT (-0.2200555 51.4732198),Park
Imperial Park,POINT (-0.1831027 51.4714563),Park
William Parnell Park,POINT (-0.1882993 51.4736045),Park
Eel Brook Common Playground,POINT (-0.195247 51.476493),Park
Lillie Road Recreation Ground,POINT (-0.2173929 51.4825919),Park
Bayonne Park,POINT (-0.2152404 51.4850856),Park
Normand Park,POINT (-0.2067792 51.4847724),Park
Battersea Park,POINT (-0.1564981 51.4791075),Park
Clapham Common,POINT (-0.1493071 51.4589252),Park
Spencer Park,POINT (-0.176277 51.4574082),Park
St Mark's Children's Playground,POINT (-0.1710444 51.46077),Park
Clapham Common West Playground,POINT (-0.1602116 51.4600677),Park
Holland Park,POINT (-0.2036668 51.5032252),Park
Brook Green,POINT (-0.2198333 51.496182),Park
Ravenscourt Park,POINT (-0.2389906 51.4966868),Park
Stamford Brook Common,POINT (-0.2468426 51.49745679999999),Park
Wendell Park playground,POINT (-0.2489888 51.5019133),Park
Cathnor Park,POINT (-0.2366667 51.5027778),Park
William Church Estate Playground,POINT (-0.228438 51.50292839999999),Park
Shepherd's Bush Green,POINT (-0.2228719 51.50389939999999),Park
Hammersmith Park,POINT (-0.2279042999999999 51.5099106),Park
Wormholt Park,POINT (-0.2382724 51.5106992),Park
Trinity Way Open Space,POINT (-0.2477754 51.5108239),Park
Wormwood Scrubs Open Space,POINT (-0.2396492 51.5213345),Park
Little Wormwood Scrubs Recreation Ground,POINT (-0.2286125 51.5233278),Park
Hyde Park,POINT (-0.1641135 51.5073638),Park
St James's Park,POINT (-0.1339534 51.502967),Park
The Green Park,POINT (-0.1434016 51.5039416),Park
Horseferry Playground,POINT (-0.1248639 51.4950629),Park
Vincent Square,POINT (-0.1353487 51.493579),Park
Larkhall Park,POINT (-0.1309632 51.4733469),Park
Heathbrook Park,POINT (-0.1420833 51.4711527),Park
Ruskin Park,POINT (-0.0939468 51.4644431),Park
Greendale Playing Fields,POINT (-0.0853738 51.4604671),Park
St Francis Park,POINT (-0.0822704 51.4621971),Park
Peckham Rye Park & Common,POINT (-0.0639862 51.4597196),Park
Telegraph Hill Upper Park,POINT (-0.04636589999999999 51.467282),Park
Cossall Park,POINT (-0.0616231 51.4721085),Park
Sumner Road Park,POINT (-0.0721444 51.4759172),Park
Central Venture Park Playground,POINT (-0.07579419999999999 51.4759387),Park
Brunswick Park,POINT (-0.0860991 51.4758929),Park
Lucas Gardens,POINT (-0.08242239999999999 51.47261229999999),Park
Geraldine Mary Harmsworth Park,POINT (-0.1075536 51.496208),Park
Dickens’ Fields,POINT (-0.093017 51.4973554),Park
Salisbury Row (Park),POINT (-0.0874636 51.4925505),Park
Nursery Row Park,POINT (-0.0907004 51.49009479999999),Park
Surrey Square Park,POINT (-0.0819636 51.4881556),Park
Burgess Park,POINT (-0.0821175 51.4832499),Park
Leyton Square Recreation Ground,POINT (-0.06759699999999999 51.4813228),Park
Bird in Bush Park,POINT (-0.0628283 51.4798439),Park
Brimmington Park,POINT (-0.0566808 51.477801),Park
Moxie’s Park,POINT (-0.0518803 51.4751876),Park
Fordham Park,POINT (-0.0362765 51.4773951),Park
Broadway Fields,POINT (-0.0231251 51.47329329999999),Park
Brookmill Park Playground,POINT (-0.0211549 51.4709225),Park
Friendly Gardens,POINT (-0.0272658 51.4709538),Park
Dog Park,POINT (-0.0261868 51.4713151),Park
Ferranti Park,POINT (-0.0207325 51.47960759999999),Park
Charlotte Turner Gardens,POINT (-0.0244584 51.4823231),Park
Evelyn Green,POINT (-0.03181 51.4812992),Park
Sayes Court Park,POINT (-0.03097919999999999 51.4847996),Park
Deptford Park,POINT (-0.0392238 51.48654519999999),Park
Folkestone Gardens,POINT (-0.0399265 51.4831414),Park
Southwark Park,POINT (-0.0537623 51.4933782),Park
Bramcote Park,POINT (-0.0565164 51.4856795),Park
Paterson Park,POINT (-0.0687164 51.48920320000001),Park
Avondale Square Playground,POINT (-0.07029769999999999 51.4873162),Park
Bermondsey Spa Gardens,POINT (-0.07447419999999999 51.49485439999999),Park
Tanner Street Park,POINT (-0.0805273 51.500089),Park
Leathermarket Gardens,POINT (-0.08405939999999999 51.5008539),Park
Guy Street Park,POINT (-0.0866055 51.50171839999999),Park
Tabard Gardens,POINT (-0.08914599999999999 51.4985823),Park
Little Dorrit Park,POINT (-0.0937385 51.5021182),Park
Mint Street Park,POINT (-0.09648409999999999 51.5024683),Park
Nelson Square,POINT (-0.103404 51.50295750000001),Park
Ufford Street Gardens,POINT (-0.1077438 51.50198169999999),Park
The Regent's Park,POINT (-0.1557646 51.533313),Park
Paddington Recreation Ground,POINT (-0.1907844 51.5301947),Park
Queen's Park,POINT (-0.2108865 51.5358488),Park
King Edward VII Park,POINT (-0.2309941 51.5385309),Park
Kilburn Grange Park,POINT (-0.198324 51.5439032),Park
Maygrove Peace Park,POINT (-0.1984091 51.54885179999999),Park
Parliament Hill Fields,POINT (-0.1575358 51.5593345),Park
Castlehaven Community Park,POINT (-0.1446502 51.54311819999999),Park
Tufnell Park Playing Fields,POINT (-0.1336788 51.5584335),Park
Dartmouth Park,POINT (-0.1398831 51.5617526),Park
Whittington Park,POINT (-0.1283348 51.5619059),Park
Wray Crescent Open Space & Playground,POINT (-0.1187776 51.5667893),Park
Finsbury Park Playground,POINT (-0.1020591 51.5698432),Park
Clissold Park,POINT (-0.0881568 51.5616336),Park
St Paul's Park,POINT (-0.0890584 51.5463453),Park
Morton Road Park,POINT (-0.0930381 51.5400635),Park
Rotherfield Court Park,POINT (-0.0908682 51.539489),Park
Rosemary Gardens,POINT (-0.0876285 51.538418),Park
Haggerston Park,POINT (-0.0669747 51.5327588),Park
Victoria Park,POINT (-0.0386354 51.5367976),Park
Queen Elizabeth Olympic Park,POINT (-0.0152116 51.5439614),Park
Tower Hamlets Cemetery Park,POINT (-0.0272155 51.5231445),Park
Mile End Park,POINT (-0.0385214 51.527158),Park
Whitehorse Road Park,POINT (-0.0399735 51.5159865),Park
Millwall Park,POINT (-0.0111385 51.4896341),Park
Mudchute Park and Farm,POINT (-0.0104424 51.4920932),Park
St John's Park,POINT (-0.0101997 51.4971337),Park
Sir John McDougall Gardens,POINT (-0.0267493 51.49693809999999),Park
Jubilee Park,POINT (-0.0181408 51.5033446),Park
Bow Creek Ecology Park,POINT (0.0034045 51.5121182),Park
Poplar Recreation Ground,POINT (-0.0167206 51.5103626),Park
Pennyfields Park,POINT (-0.0228965 51.5097253),Park
Bartlett Park,POINT (-0.0223038 51.5150703),Park
Langdon Park,POINT (-0.0133953 51.5163301),Park
Jolly's Green,POINT (-0.0093482 51.5148431),Park
Three Mills Green,POINT (-0.0057262 51.528813),Park
Prospect Park,POINT (-0.0158611 51.5231382),Park
Rounton Park,POINT (-0.0195573 51.5236475),Park
Grove Hall Park,POINT (-0.017791 51.5296275),Park
Weavers Fields,POINT (-0.06122979999999999 51.5255593),Park
Altab Ali Park,POINT (-0.06850339999999999 51.5162285),Park
Fortune Street Park,POINT (-0.09374769999999999 51.5221032),Park
Radnor Street Open Space,POINT (-0.0933268 51.5262237),Park
Shoreditch Park,POINT (-0.0860529 51.5345749),Park
Shepherdess Walk Park,POINT (-0.09386219999999999 51.5321971),Park
Graham Street Park,POINT (-0.09806550000000001 51.5315485),Park
Islington Green,POINT (-0.1030897 51.5361933),Park
Highbury Fields,POINT (-0.1028664 51.5492907),Park
Paradise Park,POINT (-0.1122497 51.5483081),Park
Caledonian Park,POINT (-0.1232907 51.5466145),Park
Cantelowes Gardens,POINT (-0.1332158 51.5469715),Park
Talacre Gardens,POINT (-0.1483885 51.5468187),Park
Hackney Downs Park,POINT (-0.0623467 51.5539679),Park
Stoke Newington Common,POINT (-0.0704255 51.5618788),Park
Kensington Memorial Park,POINT (-0.2197574 51.5206647),Park
Queen's Park Gardens,POINT (-0.2089447 51.5284574),Park
Max Roach Park,POINT (-0.111768 51.4667627),Park
Angell Town Park,POINT (-0.1098241 51.46952109999999),Park
Max Roach Park (northern part),POINT (-0.1120859 51.4700776),Park
Max Roach Park (central part),POINT (-0.1121674 51.4685221),Park
Elam Street Open Space,POINT (-0.1025325 51.469429),Park
Myatt's Fields Park,POINT (-0.1042439 51.47367029999999),Park
Eythorne Park,POINT (-0.109457 51.47518729999999),Park
Kennington Park,POINT (-0.1092608 51.48338529999999),Park
Pasley Park,POINT (-0.1009904 51.4862244),Park
Elephant Park,POINT (-0.0970023 51.4933858),Park
Victory Community Park,POINT (-0.0928447 51.4933126),Park
Soho Square Gardens,POINT (-0.1320622 51.51529499999999),Park
Park Square,POINT (-0.1468308 51.5244239),Park
Loughborough Park,POINT (-0.1050622 51.4625834),Park
Milkwood Community Park,POINT (-0.1007761 51.4608229),Park
Sunray Gardens,POINT (-0.090782 51.456896),Park
Postman's Park,POINT (-0.097715 51.51676699999999),Park
